,Vx1,Vy1,Vz1,P1,P2,P3,P4,flowrate
0,10.562572729203707,2.2066364098066793,-2.471378784241232,22.8628,32.4999,30.182,26.8896,1540.448157266904
1,11.843329323072412,1.0153314863299905,-3.7023171822684358,20.987878125,28.9733534534534,26.125671875,28.05569375,1460.990400006576
2,11.512084694233476,0.8453946547860096,-0.6251510781040024,22.3946139648437,36.3811892171451,30.0508500976562,21.9852298828126,1392.2482610464497
3,10.065875805041493,1.6303161334565526,0.8204349958842266,23.3594468048096,38.2231776753162,25.5487797088623,19.0743471618653,1314.0406285249785
4,9.87432598157802,0.6039396492533146,1.3903392785910538,18.9508946135522,31.8469748673184,23.8012174363137,14.1513415666581,1518.7554337461956
5,10.319206551735723,-0.19813888798273185,1.4321721697070684,19.4170706967145,31.2987016737338,22.7605006891936,11.5371684677065,1693.2109181894923
6,11.851391847869573,0.12411202204884082,1.8136172347641584,21.3747498399063,28.5817637315513,23.0345626507611,9.4281306023108,1903.083041794106
7,10.806693447381516,0.6041879637464852,0.7568577401237595,26.9440859024793,33.16845218107,25.5206855798539,5.24755981925565,2138.563619754938
8,10.756207476873685,0.0,0.5448859646262023,31.5381594161674,39.1146670873344,37.8746030955931,0.425013085462169,2179.7231857221523
9,10.538975202885128,0.423288970010221,1.2390432279949182,32.7235036222866,32.2617739417882,50.052725677161,-7.09788776255515,2212.6517306519318
10,9.226294852813144,1.0022963672198992,0.9590543682250128,27.1460789173752,34.5207085112848,44.831768116879,-10.6975848230589,2260.6728036590093
11,9.790215364024341,0.3761021370330063,0.4963167421525576,22.2148453881758,29.9567994954981,42.2547617755673,-6.38470605504413,2334.8377941353942
12,9.705692411219946,-0.4577088352101777,1.0212430861249742,19.9184818036636,25.5477907894932,45.4349478884052,-6.5290763245409,2425.3730451053525
13,9.129652359609121,-0.06373803280323001,-0.04780434978086077,23.1981835195514,27.9011897147226,44.3695979755886,-11.3548760709933,2571.1577450061372
14,10.671137167435866,-0.2980718504901912,-0.3168354868289829,30.1649151449019,28.3121268229973,42.33655268216,-6.13794164052979,2320.4118955665294
15,9.501795771870707,-0.5645106856346479,-0.16614690928293901,32.6551376879473,30.6509695719479,32.0839333992225,2.13560651613411,1960.7678816082964
16,9.431199343226021,0.775385731056918,-0.36353255205881385,33.4059676192385,32.1140509101173,28.8501573060799,5.57380455040434,1937.6435847761547
17,10.625317439795955,1.4932909819668003,0.07490892299712747,32.7652116667084,31.4053716848216,30.3861281607049,6.43661349540091,2237.122959210755
18,10.975396070396208,1.0954901655306992,-0.03850188510991776,35.5048900520925,37.7052085107548,39.7861842851542,6.54066545211895,2401.984182238361
19,9.900662671521191,1.9244938707585588,-0.8292177073360142,41.2838040738952,46.0989571529441,46.2446340623775,7.85959869265102,2509.8726758690523
20,9.105847850294031,2.2703428587076813,-1.2688491759112257,46.0458321411646,50.3330369409657,47.7821074511451,9.00795908901741,2609.1219899762536
21,10.47743973387519,2.055591951045373,-1.1599130802826854,48.4979945308798,55.4918736130584,42.476320379938,15.3106473007226,2768.5479669641563
22,10.069148851529642,2.398809621603605,-1.1976451081356698,50.8122175536299,55.7890666382485,27.628023208112,20.8192822220329,2718.5626539129034
23,10.714260620060367,2.8308297638138993,-1.3999722189132786,49.2312663398565,51.734672260922,25.4687082017745,33.6914836110697,2507.438746333623
24,9.869288220779088,3.4561755816527295,-0.6945504761920015,45.9227770118436,47.2353495816896,27.2074517941382,33.7318870399215,2511.5268388213744
25,9.857163789512525,3.4906047703434617,-0.6945504761920015,41.5527168463408,45.8497342173115,30.7178800799677,27.2073659149828,2344.198676893332
26,10.259199128239954,3.6128343248999806,-0.26582209830086634,37.968094310137,45.2081521048121,32.9858643924929,29.2845019189025,2348.7093650341076
