,Vx1,Vy1,Vz1,P1,P2,P3,P4,flowrate
0,7.107225704865727,2.857086414530697,0.0,25.0153,218.2316,29.4969,5.2275,1726.176870290817
1,7.566644915127825,1.5807544807370408,0.0,24.61576875,217.759186206897,26.045025,0.615989583333333,1682.7648835390858
2,8.232814664656507,0.9089112007952269,-0.8851797142308224,24.7207329427083,215.520299167658,27.8953765625,3.8732866753472,1667.5626479418072
3,7.7647731426025315,0.8572389356999877,-0.3547385671707646,23.8174866183811,214.758023879618,29.3297637695313,4.89126236527054,1690.9696845364401
4,7.738040623926734,0.7178363250611788,0.8716870498534652,21.4225933091906,216.61366258333,27.2346818847656,4.12143118263527,1660.0765907381003
5,7.819752452381388,1.3085777777523304,0.7075986030568745,19.0277,218.539343560344,25.1396,3.3516,1628.5975869477397
6,8.486934885396833,1.6650704258468159,1.0312985639496233,18.9197973154362,217.213520415279,25.5653718120805,3.21311845637584,1612.4223893399903
7,7.49289179437494,0.6423674251522781,1.6534620191863867,18.8118946308724,216.093368404742,25.991143624161,3.07463691275168,1596.083275733997
8,7.583445840687485,1.446619662083095,-0.553390219134989,18.7039919463086,215.543252263541,26.4169154362415,2.93615536912752,1579.5751595003799
9,8.973735987328343,1.7605770049641478,-0.5272864869496363,18.5960892617449,215.642526564547,26.842687248322,2.79767382550336,1562.8926853573582
10,9.43615461622401,2.230612429279364,0.2708398956186181,18.4881865771812,212.096301347618,27.2684590604026,2.6591922818792,1546.0302090762707
11,8.434657743819422,2.953775133693029,-0.48400537621373885,18.3802838926174,210.860783176847,27.6942308724832,2.52071073825504,1528.981775172386
12,8.68070213980682,2.703737634678893,0.38106844893571656,18.2723812080536,214.459277537642,28.1200026845637,2.38222919463088,1511.7410923310194
13,8.766940231799337,1.545848101124747,0.3731120747271687,18.1644785234899,216.588465442717,28.5457744966442,2.24374765100672,1740.6941872681148
14,8.54288855899006,1.7536031792615805,-0.3960188863683855,18.0565758389262,216.101868585671,28.9715463087248,2.10526610738256,1828.4703861201685
15,8.258444512724271,0.7079984447905925,0.1446804493650803,17.9486731543624,214.938510940381,29.3973181208053,1.9667845637584,1891.043945546481
16,8.56615109906674,2.4886969531025094,-0.5924886695760012,17.8407704697986,214.172503395291,29.8230899328859,1.82830302013423,1940.6181227261168
17,7.57755990964177,4.322163863955745,-0.9939242168822208,13.5105254334452,215.520845881297,25.6884076761745,-2.38060480285234,1395.3596569768902
18,7.302139324840984,4.869921555844486,-1.2804395028786322,10.7396788535258,217.322814239023,21.9725182615003,-3.38127938470008,1607.9786792808782
19,8.295890482016349,6.862957462632201,-0.8473582338607254,8.5371894267629,219.771838901766,15.3930591307502,-4.16668969235004,1311.7455724261838
20,7.067308919022864,6.014751342182113,-1.139478360838129,6.3347,220.734294831583,8.8136,-4.9521,1179.393329439759
21,7.526371586396857,6.116516272810601,-1.0022272336756564,5.98673125,220.965539775319,15.78656875,-12.9774645833333,1106.5603589193333
22,7.459321014162499,6.083673769740254,-1.4213878679122651,3.70640247395833,221.205995102685,19.3015850260417,-15.6372226128472,1089.3550769446927
23,6.9043718960231955,4.834493248198707,-1.8531658734517555,1.54421368543837,220.167032962902,20.0208636583116,-15.5046587519893,1071.2575299992948
24,7.011132804200583,4.570499974923344,-1.7484412432473075,1.15155684271918,220.654527471245,19.6129818291558,-11.9709293759947,1029.102438712782
25,6.604703695762352,4.798598119845529,-0.9590334589565188,0.7589,221.818163697973,19.2051,-8.4372,985.1451482644576
26,6.585927958192931,5.164027153308159,-1.5964888002703737,1.36895208333333,220.289568044199,15.16213125,-9.20141875,936.7592845219428
27,7.310731851889076,6.091072143314229,-1.2696613464683753,0.879445789930553,218.937796979234,12.3511774739583,-13.2546381510417,885.9798477327519
28,7.221565709656643,6.038166166503572,-1.122469619545629,-0.621619725658274,217.573385269417,10.4391058729384,-15.8352953640408,813.0854119921929
