,Vx1,Vy1,Vz1,P1,P2,P3,P4,flowrate
0,3.876813697542535,1.9160406709546904,1.0063318050196364,6.1368,10.3342,8.2126,-2.1008,1235.747300270056
1,3.1022927843107024,2.3633137832576323,0.3961406849571582,7.8936,9.8449,9.1808,-0.05,1416.0865766521044
2,3.041614555195301,1.8420672514396859,0.49342592027335413,8.1163,9.6492,9.7148,2.5012,1473.2259980328067
3,5.166796669828836,1.942071190855785,-0.6679608239205634,7.8524,8.5727,10.0404,1.2006,1473.2250507389824
4,5.578229463494278,2.0745249416081872,-0.678087250469761,6.7966,6.4687,9.6148,1.3882,1390.9268630422919
5,6.344273473626977,2.8778900827687504,-0.5727501753239929,5.7408,5.0497,9.1892,1.5758,1378.7859409366379
6,5.967801429340876,2.607268335618181,-0.7880976627552647,4.7758,4.8539,8.8636,0.8754,1407.089688289694
7,5.738747870398851,2.700449766692573,-0.7787451043588938,4.3304,3.7775,8.2377,-0.3335,1360.4758503553624
8,7.012391361105994,1.3376851940804373,-1.3747238705364428,4.48713333333333,3.6796,8.06243333333333,-1.09766666666667,1390.468564583132
9,5.4781961760892495,2.4161724030431313,0.17770080206962158,4.64386666666667,3.5328,7.88716666666666,-1.86183333333334,1418.2985732419647
10,5.259750071503999,3.160376683894024,0.6449406183613491,4.8006,3.6796,7.7119,-2.626,1444.037794864489
11,5.05776354799467,3.015032187424912,-0.14390552931901499,5.5099,4.2668,7.0776,-2.1258,1558.9837816708211
12,4.650082999850418,3.11295924313517,-0.21497173089010144,5.8893,3.4839,7.5117,-0.3751,1652.8765878030874
13,4.940947491787446,3.075468949738734,0.03047330949881096,7.2997,5.1475,9.2142,0.4002,1816.3091940857496
14,4.375528456515328,3.237720740500704,0.42838666267395903,9.172,8.8663,13.4875,2.6513,1783.9736073621243
15,5.610881881569602,3.398070852890306,-0.06869490380245344,9.4771,8.9152,13.2956,1.3507,1747.6227682858532
16,5.300132294187266,2.9864710644657295,0.44675300247843497,8.3637,8.6705,11.2675,-0.3001,1746.615096084009
17,5.505170678388118,0.3463559814059158,1.6234633768462663,7.4895,6.7133,13.0953,0.5753,1622.4176104298708
18,5.2339527363887175,1.4909306568166243,0.8619539023718563,6.3842,8.0834,13.6545,0.9755,1672.5624073092156
19,4.332755179248931,1.9109727283838895,0.8435139525024647,3.4644,3.0924,11.2424,-2.0008,1528.6397218259306
20,4.7094678809929285,2.931385581785406,0.17432971288384813,3.4314,6.958,10.8584666666667,-1.49226666666667,1576.0854499289003
21,4.515031243278893,2.843266917732062,0.21430377212385743,3.3984,3.6796,10.4745333333334,-0.983733333333335,1614.6055072775926
22,3.6032540399016755,3.0449857470904234,0.5541860012217458,3.3654,4.2668,10.0906,-0.4752,1646.8571946897296
23,3.3481289558403375,3.6666690702429343,0.3820607600716208,4.6851,2.4074,10.7917,-1.9007,1625.815070853323
24,2.6235476647171323,2.8232735311288537,0.35074808536542573,5.147,4.3646,10.0824,-2.8511,1675.507982925885
25,2.532205471317039,1.4268244544887574,-0.14215283010510865,5.6419,2.9456,10.9419,-2.5677,1630.1997339083557
26,3.335672684841683,2.4592700020990423,0.5455994834794958,8.537,5.3432,12.6697,-2.7761,1563.7639990484186
27,3.860808259631909,2.909327700715945,0.4995717287860457,9.8978,6.7133,14.5726,-2.526,1600.026640761615
28,2.9392265538211815,3.655660561558114,0.29511544178785193,10.8546,8.9641,16.0914,3.3683,1776.1046226410622
29,3.10203107568985,3.913789174856784,0.24424884897808835,11.63,9.747,18.2534,7.7787,1833.393764283328
30,3.045952167571364,3.829286688902864,0.8715726286768958,12.1002,8.7684,20.9081,7.0784,1761.1764553941348
31,3.3133510192395925,4.5105808300387045,0.6971123288164737,10.8217,8.8663,17.9946,6.7032,1827.911090915024
32,3.5426178512480884,4.583611889617397,0.81416264061633,10.17,9.062,16.4254,6.203,1959.0232208665977
33,3.0940516498921697,5.0888209744056345,0.22879134216189032,8.0916,7.7898,11.9935,6.3281,1857.3868082014542
34,2.585395320545183,4.945405125692075,0.8838547274769972,5.279,7.1048,9.9487,3.7018,1788.714514020464
35,3.3187171855950606,4.2784644151615225,0.4071344866671906,6.5574,7.1048,12.0186,3.3683,1965.6656605626206
36,3.887514316768355,4.567813869718436,0.37737102237119186,4.8748,3.9732,10.2659,1.8759,1911.9005172648692
37,3.8975039941912843,4.107112247282228,1.110851746854106,3.7366,3.386,12.1688,-1.5006,1918.2814371426525
38,3.9009768396405766,4.082139083000232,0.7032924026536252,4.1572,3.8753,12.8866,-2.8011,1931.6102737842882
